,date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2792,2017-08-26,,,15.42904761904762,10.36421052631579,0.310952380952381,
2793,2017-08-27,6.854545454545455,,14.811666666666667,7.9025,0.42791666666666667,33.07181818181818
2794,2017-08-28,7.81157894736842,,14.292631578947368,7.804444444444444,0.718421052631579,35.90105263157895
2795,2017-08-29,7.123529411764706,,15.044705882352941,11.72235294117647,1.5905882352941176,35.561764705882354
2796,2017-08-30,12.799130434782608,,14.687391304347827,9.904347826086957,0.6047826086956521,35.46304347826087
2797,2017-08-31,21.844,,14.594999999999999,12.780000000000001,0.5085,35.0935
2798,2017-09-01,24.680434782608696,,14.217391304347826,9.34,1.067391304347826,28.71782608695652
2799,2017-09-02,25.015263157894736,,15.236842105263158,8.108947368421052,0.5594736842105262,16.0
2800,2017-09-03,11.456249999999999,,14.825000000000001,10.407083333333334,0.6620833333333334,20.86
2801,2017-09-04,19.161578947368422,,15.215263157894736,24.60666666666667,1.0694736842105264,24.776315789473685
2802,2017-09-05,18.30846153846154,,14.879999999999999,2.8515384615384614,0.47230769230769226,25.099230769230772
2803,2017-09-06,16.885454545454547,,15.017272727272728,6.15090909090909,0.6727272727272727,24.723636363636363
2804,2017-09-07,20.879166666666666,,15.5075,2.502727272727273,0.8458333333333333,24.076666666666668
2805,2017-09-08,19.515,,15.967500000000001,9.69,2.461111111111111,22.805
2806,2017-09-09,,,,,0.31416666666666665,
2807,2017-09-10,,,,,0.38958333333333334,
2808,2017-09-11,,,,,0.6005,
2809,2017-09-12,,,,,0.5829166666666666,
2810,2017-09-13,,,,,0.35500000000000004,
2811,2017-09-14,,,,,0.55125,
2812,2017-09-15,0.75,,4.51,8.89,0.08,8.9
2813,2017-09-16,,,,,0.0,
2814,2017-09-17,,,,,0.0,
2815,2017-09-18,,,,,0.0,
2816,2017-09-19,,,,,0.0,
2817,2017-09-20,,,,,0.0,
2818,2017-09-21,2.02,,6.72,5.13,0.006875,7.63
2819,2017-09-22,,,,,0.3225,
2820,2017-09-23,,,,,0.7343478260869566,
2821,2017-09-24,,,,,1.0183333333333333,
2822,2017-09-25,17.34,,3.64,1.02,0.693529411764706,
2823,2017-09-26,32.857,,11.478,4.618,0.5189473684210526,
2824,2017-09-27,21.91625,,17.677500000000002,6.088333333333334,0.05,
2825,2017-09-28,37.77,,21.07,21.92,0.19818181818181815,
2826,2017-09-29,,,,,0.0,
2827,2017-09-30,,,,,0.0,22.275
2828,2017-10-01,3.960909090909091,,6.384545454545455,1.7872727272727273,1.7585714285714287,
2829,2017-10-02,4.411428571428571,,7.508571428571429,1.567142857142857,0.0,
2830,2017-10-03,9.722857142857142,,3.4014285714285712,5.352857142857142,7.555454545454546,3.56
2831,2017-10-04,8.4,,1.6685714285714286,1.185,1.693,5.5120000000000005
2832,2017-10-05,9.749090909090908,,3.8075,2.004,0.20249999999999999,22.3075
2833,2017-10-06,10.73,,3.9019999999999997,2.5,5.525384615384616,31.822000000000003
2834,2017-10-07,4.012,,1.6440000000000001,0.557,3.33,
2835,2017-10-08,8.023,,4.526999999999999,1.0390000000000001,0.0,7.33
2836,2017-10-09,6.3740000000000006,,3.804,1.1560000000000001,0.0,
2837,2017-10-10,24.902,,11.302,3.6409999999999996,1.238,7.823
2838,2017-10-11,7.22,,12.63,4.37,0.0,5.11
2839,2017-10-12,0.03,,,,0.0,
2840,2017-10-13,25.24,,15.74,,0.0,0.1
2841,2017-10-14,,,,,0.0,
2842,2017-10-15,,,,,0.0,
2843,2017-10-16,,,,,0.0,
2844,2017-10-17,,,,,0.0,
2845,2017-10-18,38.97,,,0.94,0.0016666666666666668,7.26
2846,2017-10-19,88.72230769230768,,32.663636363636364,7.110769230769231,0.6221428571428571,49.87461538461538
2847,2017-10-20,,,,,0.0,
2848,2017-10-21,14.913333333333334,,9.096666666666666,0.5966666666666667,1.34375,21.163333333333334
2849,2017-10-22,,,,,0.0,
2850,2017-10-23,17.509999999999998,,14.312000000000001,0.8099999999999999,0.11478260869565216,22.387999999999998
2851,2017-10-24,21.5,,11.49,,0.021666666666666667,22.369999999999997
2852,2017-10-25,,,,,0.0,
2853,2017-10-26,,,,,0.0,
2854,2017-10-27,,,,,0.0,
2855,2017-10-28,,,,,0.0,
2856,2017-10-29,,,,,0.0,
2857,2017-10-30,9.43,,7.99,0.37,0.005,7.1
2858,2017-10-31,30.874166666666667,,31.484166666666667,0.968095238095238,0.6286363636363637,25.2975
2859,2017-11-01,31.39375,,32.137499999999996,3.1822727272727276,2.662142857142857,22.49208333333333
2860,2017-11-02,36.282916666666665,,29.997083333333332,3.0931818181818183,0.6478571428571429,23.490416666666665
2861,2017-11-03,41.54947368421053,,29.664736842105263,3.536470588235294,0.8942105263157893,29.963684210526313
2862,2017-11-04,32.52875,,34.098333333333336,2.101363636363636,0.8183333333333334,23.58458333333333
2863,2017-11-05,10.855,,35.020714285714284,1.722,0.7471428571428572,13.145714285714286
2864,2017-11-06,12.5475,,34.231249999999996,3.328333333333333,0.8175,16.07875
2865,2017-11-07,16.191764705882353,,32.86588235294118,3.030666666666667,1.1047058823529412,16.848823529411764
2866,2017-11-08,18.060416666666665,,29.803749999999997,2.430833333333333,0.4991666666666667,17.986250000000002
2867,2017-11-09,30.8625,,27.418333333333333,2.4395454545454545,0.8320833333333333,26.557083333333335
2868,2017-11-10,32.78458333333334,,27.651666666666667,0.7408333333333333,0.63125,25.82625
2869,2017-11-11,35.3895,,29.79,1.9184999999999999,0.52,19.529
2870,2017-11-12,34.074999999999996,,25.77333333333333,2.2391666666666667,0.5912499999999999,25.891666666666666
2871,2017-11-13,34.77285714285714,,25.324545454545454,2.610526315789474,0.95,22.021818181818183
2872,2017-11-14,41.52625,,32.275416666666665,0.9495833333333333,0.8725,26.01625
2873,2017-11-15,48.807500000000005,,35.937916666666666,3.66,0.9866666666666667,34.211666666666666
2874,2017-11-16,40.20058823529411,,36.10444444444445,5.12,0.5864705882352942,29.527058823529412
2875,2017-11-17,,,,,,
2876,2017-11-18,,,,,,
2877,2017-11-19,,,,,,
2878,2017-11-20,,,,,,
2879,2017-11-21,18.814999999999998,,41.55,5.91,0.895,21.475
2880,2017-11-22,,,,,,
2881,2017-11-23,,,,,,
2882,2017-11-24,,,,,,
2883,2017-11-25,,,,,,
2884,2017-11-26,,,,,,
2885,2017-11-27,,,,,,
2886,2017-11-28,,,,,,
2887,2017-11-29,,,,,,
2888,2017-11-30,,,,,,
2889,2017-12-01,,,,,,
2890,2017-12-02,,,,,,
2891,2017-12-03,,,,,,
2892,2017-12-04,,,,,,
2893,2017-12-05,,,,,,
2894,2017-12-06,,,,,,
2895,2017-12-07,,,,,,
2896,2017-12-08,,,,,,
2897,2017-12-09,,,,,,
2898,2017-12-10,,,,,,
2899,2017-12-11,,,,,,
